Artist Name,Album Name,Review Score,Genre,Date Published,Written By
Vanishing Twin,The Age of Immunology,8.0,Rock,2019-06-15,Stuart Berman
Bruce Springsteen,Western Stars,7.8,Rock,2019-06-14,Sam Sodomsky
Jonas Brothers,Happiness Begins,6.2,Pop/R&B,2019-06-14,Olivia Horn 
Sonic Youth,"Sonic Youth: Battery Park, NYC: July 4, 2008",7.7,Rock,2019-06-14,Susan Elizabeth Shepard
DJ Python ,Derretirse EP,7.8,Electronic,2019-06-14,Philip Sherburne
Bill Callahan,Shepherd in a Sheepskin Vest,8.5,Rock,2019-06-13,Jayson Greene
Bob Dylan,Bob Dylan: Rolling Thunder Revue: The 1975 Live Recordings,8.7,Rock,2019-06-13,Stephen Thomas Erlewine
Future,SAVE ME EP,6.4,Rap,2019-06-13,Reed Jackson
Yeasayer,Erotic Reruns,5.5,ElectronicRock,2019-06-13,Evan Rytlewski
Polo G,Die a Legend,8.3,Rap,2019-06-12,Sheldon Pearce
Avicii,TIM,5.8,Electronic,2019-06-12,Larry Fitzmaurice
Stef Chura,Midnight,7.6,Rock,2019-06-12,Nina Corcoran
Earthen Sea,Grass and Trees,7.1,Electronic,2019-06-12,Philip Sherburne
Ryuichi Sakamoto,Black Mirror: Smithereens,6.8,Experimental,2019-06-11,Daniel Martin-McCormick
Palehound,Black Friday,7.4,Rock,2019-06-11,Sasha Geffen
Erin Durant,Islands,6.7,Rock,2019-06-11,Laura Snapes
Darkthrone,Old Star,7.8,Metal,2019-06-11,Kim Kelly
Silversun Pickups,Widow’s Weeds,4.9,Rock,2019-06-10,Zoe Camp
Kevin Richard Martin,Sirens,7.4,Experimental,2019-06-10,Ben Cardew
Yohuna,Mirroring,7.2,Rock,2019-06-10,Abby Jones
The Mattson 2,Paradise,6.8,Jazz,2019-06-10,Linnie Greene
Roky Erickson,Never Say Goodbye,9.0,ElectronicRock,2019-06-09,Rebecca Bengal
Team Dresch,Personal Best,9.1,Rock,2019-06-08,NM Mashurov
Full of Hell,Weeping Choir,7.5,Metal,2019-06-08,Kim Kelly
Sarah Davachi,Pale Bloom,7.5,Electronic,2019-06-08,Thea Ballard
Prince,Originals,9.5,Pop/R&BRock,2019-06-07,Rebecca Bengal
Tim Heidecker,What the Brokenhearted Do...,6.5,Folk/Country,2019-06-07,Sam Sodomsky
Lust for Youth,Lust for Youth,6.2,ElectronicExperimental,2019-06-07,Larry Fitzmaurice
TENGGER,Spiritual 2,6.9,Electronic,2019-06-07,Jonathan Williger
Jai Paul,Leak 04-13 (Bait Ones),8.9,Pop/R&B,2019-06-06,Ryan Dombal
Robag Wruhme,Venq Tolep,7.9,Electronic,2019-06-06,Philip Sherburne
Masayuki Takayanagi New Direction Unit,April is the Cruellest Month,7.5,Jazz,2019-06-06,Andy Beta
Jake Xerxes Fussell,Out of Sight,7.4,Folk/Country,2019-06-06,Jesse Jarnow
Miley Cyrus,She Is Coming EP,4.6,Pop/R&B,2019-06-05,Katherine St. Asaph
Katie Dey,solipsisters,7.9,Electronic,2019-06-05,Miles Bowe
Juan Wauters,Introducing Juan Pablo,6.9,Rock,2019-06-05,Steven Arroyo
Santi,Mandy & the Jungle,6.0,GlobalPop/R&BRap,2019-06-05,Jonah Bromwich
Denzel Curry,ZUU,8.3,Rap,2019-06-04,Sheldon Pearce
Silkworm,In the West,8.1,Rock,2019-06-04,Sam Hockley-Smith
Spencer Radcliffe & Everyone Else,Hot Spring,7.8,Rock,2019-06-04,Thea Ballard
Soundwalk CollectivePatti Smith,The Peyote Dance,5.8,ElectronicRock,2019-06-04,Sophie Kemp 
Various Artists,Rocketman (Music From the Motion Picture),4.2,Not found,2019-06-03,Stephen Thomas Erlewine
Sacred Paws,Run Around the Sun,7.8,Rock,2019-06-03,Arielle Gordon
Eluvium,Pianoworks,7.6,Electronic,2019-06-03,Brian Howe
Damon LocksBlack Monument Ensemble,Where Future Unfolds,8.0,JazzExperimental,2019-06-03,Phillip Mlynar
Pavement,Terror Twilight,7.5,Rock,2019-06-02,Stuart Berman
Emily A. Sprague,Water Memory / Mount Vision,8.2,Electronic,2019-06-01,Mark Richardson
Kyle Bobby Dunn,From Here to Eternity,8.0,Rock,2019-06-01,Philip Sherburne
Pip Blom,Boat,7.0,Rock,2019-06-01,Margaret Farrell
Together Pangea,Dispassionate EP,5.9,Rock,2019-06-01,Abby Jones
Skepta,Ignorance Is Bliss,6.4,Rap,2019-05-31,Will Pritchard
Lee “Scratch” Perry,Rainford,7.0,Global,2019-05-31,Ben Cardew
Moneybagg Yo,43VA HEARTLESS,7.5,Rap,2019-05-31,Will Schube
Christelle Bofale,Swim Team EP,7.4,Rock,2019-05-31,Sasha Geffen
ionnalee,REMEMBER THE FUTURE,7.2,Electronic,2019-05-31,Eric Torres
Steve Lacy,Apollo XXI,6.9,Pop/R&B,2019-05-30,Nathan Smith
Beast Coast,Escape From New York,6.5,Rap,2019-05-30,Sheldon Pearce
Luka Productions,Falaw,6.2,Global,2019-05-30,Phillip Mlynar
Earth,Full Upon Her Burning Lips,7.8,Metal,2019-05-30,Marc Masters
Faye Webster,Atlanta Millionaires Club,7.8,Folk/Country,2019-05-29,Anna Gaca
Black Mountain,Destroyer,7.0,Rock,2019-05-29,Stephen M. Deusner
pronoun,i'll show you stronger,6.5,Rock,2019-05-29,Sophie Kemp 
J-E-T-S,Zoospa,7.5,Electronic,2019-05-29,Michelle Kim
Cate Le Bon,Reward,8.4,Rock,2019-05-28,Sam Sodomsky
Matias Aguayo,Support Alien Invasion,7.3,Electronic,2019-05-28,Philip Sherburne
Sebadoh,Act Surprised,7.5,ExperimentalRock,2019-05-28,Stuart Berman
Nocturnus AD,Paradox,8.0,Metal,2019-05-28,Andy O'Connor
Felt,Forever Breathes the Lonely Word,9.3,Rock,2019-05-26,Quinn Moreland
Morrissey,California Son,5.9,Rock,2019-05-25,Ben Hewitt
Don Cherry,Brown Rice,9.2,Jazz,2019-05-25,Andy Beta
Hayden Thorpe,Diviner,6.8,Rock,2019-05-25,Patric Fallon
Nadia Tehran,Dozakh: All Lovers Hell,6.8,Experimental,2019-05-25,Michelle Kim
Flying Lotus,Flamagra,7.8,Electronic,2019-05-24,Philip Sherburne
YG,4REAL 4REAL,7.2,Rap,2019-05-24,Sheldon Pearce
Mavis Staples,We Get By,7.5,Pop/R&B,2019-05-24,Stephen M. Deusner
Amyl and the Sniffers,Amyl and the Sniffers,7.2,Rock,2019-05-24,Stephen Thomas Erlewine
Megan Thee Stallion,Fever,8.0,Rap,2019-05-23,Taylor Crumpton
Caterina Barbieri,Ecstatic Computation,7.8,Experimental,2019-05-23,Miles Bowe
Dâm-Funk,STFU II EP,7.1,Pop/R&B,2019-05-23,Jonah Bromwich
Josephine Wiggs,We Fall,7.4,ExperimentalRock,2019-05-23,Nina Corcoran
DJ Khaled,Father of Asahd,5.4,Rap,2019-05-22,Rawiya Kameir
Interpol,A Fine Mess EP,5.6,Rock,2019-05-22,Brian Josephs
Injury Reserve,Injury Reserve,6.8,Rap,2019-05-22,Sheldon Pearce
Operators,Radiant Dawn,7.7,Rock,2019-05-22,Stuart Berman
Slowthai,Nothing Great About Britain,8.4,Rap,2019-05-21,Jazz Monroe
M. Geddes Gengras,I Am the Last of That Green and Warm-Hued World,7.0,Experimental,2019-05-21,Arielle Gordon
DJ Seinfeld,Galazy EP,7.1,Electronic,2019-05-21,Noah Yoo
Haviah Mighty,13th Floor,7.5,Rap,2019-05-21,Max Mertens
"Tyler, the Creator",IGOR,8.0,Rap,2019-05-20,Matthew Strauss
Various Artists,"Pacific Breeze: Japanese City Pop, AOR & Boogie 1976-1986",8.0,Not found,2019-05-20,Jillian Mapes
Olden Yolk,Living Theatre,7.2,Rock,2019-05-20,Sophie Kemp 
Kelly Moran,Origin EP,7.7,Experimental,2019-05-20,Philip Sherburne
Spice Girls,Spice,6.8,Pop/R&B,2019-05-19,Aimee Cliff
Rhye,Spirit,6.6,Pop/R&B,2019-05-18,Eric Torres
Black Dice,Natty Light,7.9,ExperimentalRock,2019-05-18,Fred Thomas
I Love Your Lifestyle,The Movie,8.0,Rock,2019-05-18,Ian Cohen
Benjamin Lew,Le personnage principal est un peuple isolé,7.4,Experimental,2019-05-18,Andy Beta
Carly Rae Jepsen,Dedicated,7.3,Pop/R&B,2019-05-17,Anna Gaca
Alex Lahey,The Best of Luck Club,7.8,Rock,2019-05-17,Abigail Covington
The Ballet,Matchy Matchy,7.6,Rock,2019-05-17,Jesse Dorris
Boogarins,Sombrou Dúvida,6.6,Not found,2019-05-17,Linnie Greene
Ryan Pollie,Ryan Pollie,7.3,Rock,2019-05-17,Jay Balfour
The National,I Am Easy to Find,7.6,Rock,2019-05-16,Evan Rytlewski
Dehd,Water,7.7,Rock,2019-05-16,Steven Arroyo
Radiator Hospital,Sings Music for Daydreaming,6.2,Rock,2019-05-16,Arielle Gordon
Ciara,Beauty Marks,6.5,Pop/R&B,2019-05-16,Eric Torres
Jamila Woods,LEGACY! LEGACY!,8.5,Pop/R&B,2019-05-15,Shannon J. Effinger
Ari Lennox,Shea Butter Baby,7.6,Pop/R&B,2019-05-15,Ann-Derrick Gaillot
Nots,3,7.6,Not found,2019-05-15,Margaret Farrell
Holly Herndon,PROTO,8.2,Experimental,2019-05-14,Sasha Geffen
Greys,Age Hasn’t Spoiled You,7.9,Rock,2019-05-14,Madison Bloom
Spirit Adrift,Divided by Darkness,8.1,Metal,2019-05-14,Andy O'Connor
Martyrdöd,Hexhammaren,6.5,Not found,2019-05-14,Kim Kelly
Charly Bliss,Young Enough,8.0,Rock,2019-05-13,Quinn Moreland
Lydia Ainsworth,Phantom Forest,7.0,Experimental,2019-05-13,Evan Rytlewski
Clinic,Wheeltappers and Shunters,6.9,ElectronicExperimentalRock,2019-05-13,Zach Schonfeld
Guitar Wolf,LOVE&JETT,7.4,Rock,2019-05-13,Stuart Berman
Vince StaplesLarry Fisherman,Stolen Youth,7.6,Rap,2019-05-12,Stephen Kearse
Efrim Manuel MenuckKevin Doria,"are SING SINCK, SING",7.8,ExperimentalElectronic,2019-05-11,Stuart Berman
Dolo Percussion,DOLO 4,7.3,Experimental,2019-05-11,Philip Sherburne
Fury,Failed Entertainment,7.6,Rock,2019-05-11,Ian Cohen
Mac DeMarco,Here Comes the Cowboy,6.7,Rock,2019-05-10,Sam Hockley-Smith
Queen Key,Eat My Pussy Again,7.0,Rap,2019-05-10,Michelle Kim
Filthy Friends,Emerald Valley,6.1,Rock,2019-05-10,Sasha Geffen
Tim Hecker,Anoyo,7.8,Experimental,2019-05-10,Nathan Reese
Sonic Youth,EVOL,9.4,Rock,2019-05-09,Jenn Pelly
Sonic Youth,Sister,9.8,Rock,2019-05-09,Rebecca Bengal
Sonic Youth,"Experimental Jet Set, Trash and No Star",6.8,Rock,2019-05-09,Steve Kandell
Sonic Youth,Washing Machine,8.5,Rock,2019-05-09,Matthew Schnipper
Sonic Youth,A Thousand Leaves,7.6,Rock,2019-05-09,Madison Bloom
Young NudyPi’erre Bourne,Sli’merre,8.0,Rap,2019-05-08,Sheldon Pearce
Rhiannon Giddens,there is no Other,7.6,Folk/Country,2019-05-08,Sam Sodomsky
BandGang Lonnie Bands,KOD,7.7,Rap,2019-05-08,Alphonse Pierre
ALASKALASKA ,The Dots,7.7,Pop/R&BExperimental,2019-05-08,Madison Bloom
Ghostie,Poltergeist Slim,7.2,Rap,2019-05-08,Nathan Smith
Empath,Active Listening: Night on Earth,8.0,Rock,2019-05-07,Sasha Geffen
A.A. Bondy,Enderness,7.1,Rock,2019-05-07,Erin Osmon
Tink,Voicemails,7.2,Pop/R&B,2019-05-07,Michelle Kim
Rosie Lowe,YU,7.1,Pop/R&B,2019-05-07,Eric Torres
Big Thief,U.F.O.F.,9.2,Rock,2019-05-06,Jeremy D. Larson
Kedr Livanskiy,Your Need,7.2,Electronic,2019-05-06,Andy Beta
Tacocat,This Mess Is a Place,6.9,Rock,2019-05-06,Sophie Kemp 
Drahla,Useless Coordinates,7.7,Rock,2019-05-06,Stuart Berman
Aphex Twin,Selected Ambient Works Volume II,10.0,Electronic,2019-05-05,Philip Sherburne
Rico NastyKenny Beats,Anger Management,7.6,Rap,2019-05-04,Lakin Starling
Pure Bathing Culture,Night Pass,7.3,Not found,2019-05-04,Linnie Greene
Shy Glizzy,Covered N Blood,7.3,Rap,2019-05-04,Mehan Jayasuriya
Joel Ross,KingMaker,7.8,Jazz,2019-05-04,Matthew Kassel
Vampire Weekend,Father of the Bride,8.0,Rock,2019-05-03,Mike Powell
L7,Scatter the Rats,6.6,MetalRock,2019-05-03,Dayna Evans
Local Natives,Violet Street,7.2,Rock,2019-05-03,Ian Cohen
Pile,Green and Gray,7.9,Rock,2019-05-03,Zach Schonfeld
OMB Peezy ,Preacher to the Streets,6.8,Rap,2019-05-03,Sheldon Pearce
Kevin Abstract,ARIZONA BABY,6.9,Rap,2019-05-02,Owen Myers 
Nick Murphy,Run Fast Sleep Naked,4.5,Electronic,2019-05-02,Michelle Kim
Judy and the Jerks,Music for Donuts EP,7.7,Rock,2019-05-02,Margaret Farrell
Rodrigo y Gabriela,Mettavolution,7.1,Global,2019-05-02,Steven Arroyo
Kevin Morby,Oh My God,6.2,Rock,2019-05-01,Andy Beta
DJ Nate,Take Off Mode,7.6,Electronic,2019-05-01,Philip Sherburne
Club Night,What Life,7.7,Rock,2019-05-01,Abby Jones
Jackie Mendoza,LuvHz EP,6.7,Pop/R&B,2019-05-01,Shane Barnes
Schoolboy Q,CrasH Talk,6.7,Rap,2019-04-30,Alphonse Pierre
The Mountain Goats,In League With Dragons,7.4,Rock,2019-04-30,Arielle Gordon
Pivot Gang,You Can't Sit With Us,7.5,Rap,2019-04-30,Sheldon Pearce
Ariel Zetina,Organism EP,7.6,Electronic,2019-04-30,Arielle Gordon
Various Artists,For the Throne (Music Inspired by the HBO Series Game of Thrones),3.7,Not found,2019-04-29,Ryan Dombal
Craig Finn,I Need a New War,8.0,Rock,2019-04-29,Stephen Thomas Erlewine
MARINA,Love + Fear,5.4,Pop/R&B,2019-04-29,Peyton Thomas
Otoboke Beaver,Itekoma Hits,7.7,Rock,2019-04-29,Vrinda Jagota
Bennie Maupin,The Jewel in the Lotus,9.1,Jazz,2019-04-28,Shuja Haider
Foxygen,Seeing Other People,5.0,Rock,2019-04-27,Ian Cohen
Wiz Khalifa,"Fly Times, Vol. 1: The Good Fly Young",6.9,Rap,2019-04-27,Nathan Smith
Lamb,The Secret of Letting Go,5.6,ElectronicJazzPop/R&B,2019-04-27,Ben Cardew
Picastro,Exit,7.8,Folk/Country,2019-04-27,Stuart Berman
Aldous Harding,Designer,8.0,Folk/Country,2019-04-26,Olivia Horn 
King Gizzard & The Lizard Wizard,Fishing for Fishies,4.8,Rock,2019-04-26,Sophie Kemp 
Kelsey Lu,Blood,7.5,Experimental,2019-04-26,Stacey Anderson
Body Meat,Truck Music,7.5,Experimental,2019-04-26,Sam Hockley-Smith
Sunn O))),Life Metal,8.4,ExperimentalMetal,2019-04-25,Grayson Haver Currin
Slauson Malone,"A Quiet Farwell, Twenty Sixteen to Twenty Eighteen",7.8,Rap,2019-04-25,Alphonse Pierre
Jade Bird ,Jade Bird,7.4,Folk/Country,2019-04-25,Quinn Moreland
Grace Ives,2nd,7.7,Pop/R&B,2019-04-25,Sasha Geffen
03 Greedo,Still Summer in the Projects,7.6,Rap,2019-04-24,Sheldon Pearce
Kornél Kovács,Stockholm Marathon,7.8,Electronic,2019-04-24,Philip Sherburne
Diane Coffee,Internet Arms,6.4,Rock,2019-04-24,Abigail Covington
Daniel Norgren,Wooh Dang,7.5,Folk/Country,2019-04-24,Jonathan Zwickel
Hit-BoySOB X RBE,Family Not a Group,7.3,Rap,2019-04-23,Paul A. Thompson
The Tallest Man on Earth,I Love You. It’s a Fever Dream.,7.3,Folk/Country,2019-04-23,Peyton Thomas
Various Artists,Industrial Accident: The Story of Wax Trax! Records,7.5,Not found,2019-04-23,Susan Elizabeth Shepard
Bruce Hornsby,Absolute Zero,7.4,Folk/Country,2019-04-23,Stephen Thomas Erlewine
Lizzo,Cuz I Love You,6.5,Pop/R&BRap,2019-04-22,Rawiya Kameir
Control Top ,Covert Contracts,7.9,Rock,2019-04-22,NM Mashurov
Sad Planets,"Akron, Ohio",3.0,Rock,2019-04-22,Allison Hussey
Drugdealer,Raw Honey,7.4,Electronic,2019-04-22,Stuart Berman
Macintosh Plus,Floral Shoppe,8.8,ElectronicExperimental,2019-04-21,Miles Bowe
Intellexual,Intellexual,4.3,Pop/R&B,2019-04-20,Jay Balfour
Caroline ShawAttacca Quartet,Orange,8.0,Experimental,2019-04-20,Matthew Strauss
ShunGu,A Black Market Album,7.3,Rap,2019-04-20,Jonah Bromwich
Ana Roxanne,~~~ EP,7.3,Experimental,2019-04-20,Anna Gaca
Beyoncé,Homecoming: The Live Album,9.3,Pop/R&B,2019-04-19,Danielle Jackson
Romeo Santos,Utopía,8.0,Pop/R&B,2019-04-19,Matthew Ismael Ruiz
SOAK,Grim Town,7.3,Rock,2019-04-19,Stuart Berman
Lolo Zouaï,High Highs to Low Lows,7.5,Pop/R&B,2019-04-19,Jackson Howard
Reese McHenry,No Dados,7.4,Rock,2019-04-19,Allison Hussey
Gus Dapperton,Where Polly People Go to Read,6.4,Pop/R&B,2019-04-18,Duncan Cooper
Broken Social Scene,Let’s Try the After Vol. 2 EP,6.5,Rock,2019-04-18,Margaret Farrell
Wand,Laughing Matter,7.5,Rock,2019-04-18,Brian Howe
Heather Woods Broderick,Invitation,6.2,Rock,2019-04-18,Emma Madden
LabrinthSiaDiplo,LSD,3.2,Pop/R&BElectronic,2019-04-17,Dani Blum 
Fontaines D.C.,Dogrel,8.0,Rock,2019-04-17,Stuart Berman
Kitty,Rose Gold,5.8,Rap,2019-04-17,Arielle Gordon
Kristín Anna,I Must Be the Devil,6.0,Experimental,2019-04-17,Sophie Kemp 
Jeff Tweedy,WARMER,7.6,Rock,2019-04-16,Evan Rytlewski
Girl Unit,Song Feel,6.3,ElectronicRap,2019-04-16,Harley Brown
Logos,Imperial Flood,7.7,Electronic,2019-04-16,Thea Ballard
Possible Humans,Everybody Split,7.4,Rock,2019-04-16,Shaad D’Souza
BTS,MAP OF THE SOUL : PERSONA,6.1,Pop/R&B,2019-04-15,Noah Yoo
Inter Arma,Sulphur English,8.1,Metal,2019-04-15,Sam Sodomsky
Joshua AbramsNatural Information Society,Mandatory Reality,7.7,Experimental,2019-04-15,Andy Beta
Chris Forsyth,All Time Present,7.5,ExperimentalRock,2019-04-15,Jesse Jarnow
Jill Scott,"Who Is Jill Scott?: Words and Sounds, Vol. 1",7.7,Pop/R&B,2019-04-14,Anupa Mistry
Bryce Dessner,El Chan,7.0,Experimental,2019-04-13,Jayson Greene
Emily Reo,Only You Can See It,7.8,Not found,2019-04-13,Madison Bloom
Patio,Essentials,7.3,Rock,2019-04-13,Abby Jones
Gramm,Personal Rock,7.7,Electronic,2019-04-13,Philip Sherburne
Anderson .Paak,Ventura,6.9,Pop/R&B,2019-04-12,Sheldon Pearce
The Chemical Brothers,No Geography,8.0,Electronic,2019-04-12,Larry Fitzmaurice
Bibio,Ribbons,7.5,Electronic,2019-04-12,Philip Sherburne
The Drums,Brutalism,5.9,Pop/R&B,2019-04-12,Steven Arroyo
EtoSuperior,Long Story Short,7.6,Rap,2019-04-12,Phillip Mlynar
BLACKPINK,Kill This Love EP,6.2,Pop/R&B,2019-04-11,Michelle Kim
Lady Lamb,Even in the Tremor,7.1,Rock,2019-04-11,Allison Hussey
Rozi Plain,What a Boost,7.2,Folk/Country,2019-04-11,Margaret Farrell
Jan JelinekAsuna,Signals Bulletin,6.7,ExperimentalElectronic,2019-04-11,Andy Beta
Khalid,Free Spirit,4.7,Pop/R&B,2019-04-10,Alphonse Pierre
BirdmanJuvenile,Just Another Gangsta,7.6,Pop/R&BRap,2019-04-10,Paul A. Thompson
Partner,Saturday the 14th EP,6.9,Rock,2019-04-10,Peyton Thomas
Crudo Pimento,Pantame,7.4,Rock,2019-04-10,Philip Sherburne
Frankie Cosmos,Haunted Items,7.6,Rock,2019-04-09,Arielle Gordon
Prins Thomas,Ambitions,7.4,Electronic,2019-04-09,Philip Sherburne
HARAM,وين كنيت بي ١١​/​٩؟? “Where Were You on 9​/​11​?​” EP,7.7,Rock,2019-04-09,Kim Kelly
Charlotte Cornfield,The Shape of Your Name,7.2,Rock,2019-04-09,Joshua Copperman
Priests,The Seduction of Kansas,7.7,Rock,2019-04-08,Anna Gaca
woods + segal,Hiding Places,7.7,Rap,2019-04-08,Marcus J. Moore
Show Me the Body,Dog Whistle,6.8,Rock,2019-04-08,Madison Bloom
Tayla Parx,We Need to Talk,6.7,Pop/R&B,2019-04-08,Michelle Kim
T. Rex,The Slider,9.5,Rock,2019-04-07,Andy Beta
Autoclave,Autoclave,8.6,Rock,2019-04-06,Annie Fell
Mekons,Deserted,7.2,Rock,2019-04-06,Stephen M. Deusner
Ioanna Gika,Thalassa,6.6,Electronic,2019-04-06,Vrinda Jagota
Garcia Peoples,Natural Facts,7.2,Rock,2019-04-06,Fred Thomas
Weyes Blood,Titanic Rising,8.5,Rock,2019-04-05,Quinn Moreland
PUP,Morbid Stuff,7.9,Rock,2019-04-05,Ian Cohen
Chris Crack,Crackheads Live Longer Than Vegans,7.6,Rap,2019-04-05,Sheldon Pearce
Damien Jurado,In the Shape of a Storm,7.4,Rock,2019-04-05,Erin Osmon
Triad God,Triad,7.4,Rap,2019-04-05,Nathan Smith
Logic,Supermarket,2.9,Rap,2019-04-04,Reed Jackson
David Bowie,Spying Through a Keyhole,7.0,Rock,2019-04-04,Stacey Anderson
Beth GibbonsHenryk Górecki,Symphony of Sorrowful Songs,8.0,Experimental,2019-04-04,Jayson Greene
American Pleasure Club,Fucking Bliss,5.5,Rock,2019-04-04,Arielle Gordon
Marvin Gaye,You’re the Man,7.8,Pop/R&B,2019-04-03,Jason King
FACS,Lifelike,6.8,Rock,2019-04-03,Stuart Berman
Moon Tooth,Crux,7.3,RockMetal,2019-04-03,Sam Sodomsky
Laura Stevenson,The Big Freeze,7.4,Rock,2019-04-03,Nina Corcoran
Fennesz,Agora,8.5,Experimental,2019-04-02,Mark Richardson
The Matthew Herbert Big Band,The State Between Us,7.7,Jazz,2019-04-02,Jazz Monroe
DJ MuggsMach-Hommy,Tuez-Les Tous,7.6,Rap,2019-04-02,Paul A. Thompson
TisaKorean,A Guide To Being A Partying Freshman,7.4,Rap,2019-04-02,Alphonse Pierre
Quelle Chris,Guns,7.7,Rap,2019-04-01,Marcus J. Moore
Mdou Moctar,Ilana (The Creator),8.0,Global,2019-04-01,Andy Beta
Joni Void,Mise En Abyme,8.0,ExperimentalElectronic,2019-04-01,Sasha Geffen
Connie Constance,English Rose,7.4,Pop/R&B,2019-04-01,Owen Myers 
Janet Jackson,Damita Jo,7.8,Pop/R&B,2019-03-31,Rich Juzwiak
Ty SegallFreedom Band,Deforming Lobes,7.8,Rock,2019-03-30,Stuart Berman
Various Artists,Cruising OST,8.6,Not found,2019-03-30,Stephen M. Deusner
Floating Points,Late Night Tales,7.5,Electronic,2019-03-30,Andy Beta
Káryyn,The Quanta Series,7.7,Electronic,2019-03-30,Sasha Geffen
Billie Eilish,"When We All Fall Asleep, Where Do We Go?",7.2,Pop/R&B,2019-03-29,Stacey Anderson
Ex Hex,It’s Real,7.8,Rock,2019-03-29,Stephen Thomas Erlewine
Rich the Kid,The World Is Yours 2,5.6,Rap,2019-03-29,Sheldon Pearce
Lucinda Chua ,Antidotes 1 EP,8.0,Pop/R&BExperimental,2019-03-29,Arielle Gordon
Lion Babe,Cosmic Wind,6.4,Pop/R&B,2019-03-29,Jackson Howard
Lambchop,This (Is What I Wanted to Tell You),8.1,Rock,2019-03-28,Evan Rytlewski
Nav,Bad Habits,4.6,Rap,2019-03-28,Reed Jackson
Christian Scott aTunde Adjuah,Ancestral Recall,8.0,Jazz,2019-03-28,Piotr Orlov
Mary LattimoreMac McCaughan,New Rain Duets,7.0,ExperimentalRock,2019-03-28,Brian Howe
Duster,Capsule Losing Contact,8.5,Rock,2019-03-27,Quinn Moreland
Avey Tare,Cows on Hourglass Pond,7.0,Experimental,2019-03-27,Philip Sherburne
Lafawndah,Ancestor Boy,5.3,Not found,2019-03-27,Stephen Kearse
Spiral Stairs,We Wanna Be Hyp-No-Tized,6.5,Rock,2019-03-27,Anna Gaca
Flume,Hi This Is Flume,7.6,Electronic,2019-03-26,Owen Myers 
Strand of Oaks,Eraserland,7.4,Rock,2019-03-26,Erin Osmon
FET.NAT,Le Mal,7.3,Experimental,2019-03-26,Stuart Berman
8ULENTINA,Bodyguard,7.3,Electronic,2019-03-26,Harley Brown
Jenny Lewis,On the Line,8.0,Rock,2019-03-25,Jillian Mapes
Jayda G,Significant Changes,7.9,Electronic,2019-03-25,Max Mertens
Andrew Bird,My Finest Work Yet,7.6,Rock,2019-03-25,Steven Arroyo
Aretha Franklin,Songs of Faith: Aretha Gospel,8.0,Pop/R&B,2019-03-25,Caryn Rose
Fiona Apple,When the Pawn...,9.4,Rock,2019-03-24,Judy Berman
Laurel Halo,DJ-Kicks,7.7,Electronic,2019-03-23,Philip Sherburne
Prefab Sprout,I Trawl the Megahertz,8.5,ElectronicRock,2019-03-23,Sam Sodomsky
USA/Mexico,Matamoros,7.3,Rock,2019-03-23,Andy O'Connor
Tamaryn,Dreaming the Dark,6.5,Rock,2019-03-23,Sasha Geffen
Nilüfer Yanya,Miss Universe,8.3,Pop/R&B,2019-03-22,Laura Snapes
These New Puritans,Inside the Rose,7.8,ElectronicRock,2019-03-22,Brian Howe
Zacari,Run Wild Run Free,6.0,Pop/R&B,2019-03-22,Michelle Kim
Jerry Garcia Band,Electric on the Eel,7.8,Rock,2019-03-22,Jesse Jarnow
American Football,American Football (LP3),8.1,Rock,2019-03-21,Ian Cohen
Maxo,LIL BIG MAN,7.3,Rap,2019-03-21,Alphonse Pierre
DJ Jenifa,Jag Trax,6.8,Electronic,2019-03-21,Harley Brown
Ben LaMar Gay,Confetti in the Sky Like Fireworks (This Is Bate Bola OST),7.2,Jazz,2019-03-21,Andy Beta
Chief KeefZaytoven,GloToven,7.5,Rap,2019-03-20,Sheldon Pearce
Lil Gotit,Crazy But It’s True,6.5,Rap,2019-03-20,Alphonse Pierre
The Coathangers,The Devil You Know,7.6,Rock,2019-03-20,Dean Van Nguyen
Nonlocal Forecast,Bubble Universe!,7.8,Electronic,2019-03-20,Miles Bowe
Matmos,Plastic Anniversary,7.6,Experimental,2019-03-19,Mark Richardson
Jonny Nash,Make a Wilderness,7.4,ElectronicExperimental,2019-03-19,Philip Sherburne
Rian Treanor,ATAXIA,7.5,Electronic,2019-03-19,Ben Cardew
Meitei,Komachi,7.8,Experimental,2019-03-19,Noah Yoo
Karen ODanger Mouse,Lux Prima,7.3,RockRap,2019-03-18,Ben Cardew
Koffee,Rapture EP,7.8,Pop/R&B,2019-03-18,Erin MacLeod
The Comet Is Coming,Trust in the Lifeforce of the Deep Mystery,7.8,Jazz,2019-03-18,Marcus J. Moore
Oozing Wound,High Anxiety,7.3,Metal,2019-03-18,Andy O'Connor
Eve,Let There Be Eve...Ruff Ryders’ First Lady,8.1,Rap,2019-03-17,Rawiya Kameir
Stephen Malkmus,Groove Denied,7.2,Rock,2019-03-16,Stuart Berman
Max D,Many Any,7.6,Electronic,2019-03-16,Andy Beta
Low Life,Downer Edn,7.3,Rock,2019-03-16,Evan Minsker
Kari Faux,Cry 4 Help EP,7.4,Rap,2019-03-16,Khalia Russell
Chai,PUNK,8.3,Rock,2019-03-15,Sophie Kemp 
Dave,Psychodrama,8.0,Rap,2019-03-15,Ciaran Thapar
